code_id,comment,sentiment_category,class7_label_vt,annotation_1,annotation_2
11212,"As someone undergoing dialysis, I feel that the illness weighs heavily on both my body and my mind, even when the process feels demanding. (1191)",moderate sadness,mild sadness,mild sadness,moderate sadness
7136,"As someone undergoing dialysis, I feel that the illness weighs heavily on both my body and my mind, even when the process feels demanding. (1192)",deep sadness,deep sadness,moderate sadness,deep sadness
1728,"My experience as a dialysis patient tells me that the treatment allows me to maintain balance in my life, while adjusting to this long-term condition. (1193)",mild joy,mild joy,mild joy,mild joy
15812,"As someone undergoing dialysis, I feel that the physical fatigue often turns into emotional exhaustion, as I try to adapt day by day. (1194)",moderate sadness,mild sadness,mild sadness,mild sadness
11807,"Living with dialysis has shown me that my daily life is organized around treatment sessions, as I try to adapt day by day. (1195)",mild sadness,neutral,neutral,neutral
3316,"What do you have for dialysis now ? 
CVC temporary port?",mild sadness,neutral,neutral,neutral
6640,"Being treated with dialysis has made me realize that the illness weighs heavily on both my body and my mind, as I try to adapt day by day. (1196)",deep sadness,deep sadness,mild sadness,mild sadness
17628,"Since I started dialysis, I have learned that I focus mainly on following medical instructions, despite the challenges involved. (1197)",neutral,moderate joy,neutral,neutral
10981,"My experience as a dialysis patient tells me that the constant medical routine can be emotionally overwhelming, even when the process feels demanding. (1198)",moderate sadness,mild sadness,mild sadness,
13490,"Being treated with dialysis has made me realize that dialysis helps me continue living with some stability, while adjusting to this long-term condition. (1199)",moderate joy,mild joy,mild joy,mild joy
1912,"My experience as a dialysis patient tells me that the constant medical routine can be emotionally overwhelming, despite the challenges involved. (1200)",mild sadness,neutral,mild sadness,mild sadness
84,"Being treated with dialysis has made me realize that the care I receive brings me a sense of relief, while adjusting to this long-term condition. (1201)",high joy,high joy,mild joy,high joy
3084,"As someone undergoing dialysis, I feel that my daily life is organized around treatment sessions, as part of my ongoing health journey. (1202)",mild sadness,neutral,neutral,neutral
711,"Being treated with dialysis has made me realize that the care I receive brings me a sense of relief, while adjusting to this long-term condition. (1203)",high joy,high joy,high joy,mild joy
20430,"Being treated with dialysis has made me realize that my daily life is organized around treatment sessions, as part of my ongoing health journey. (1204)",neutral,moderate joy,neutral,neutral
4776,"Living with dialysis has shown me that medical support helps me stay hopeful, even when the process feels demanding. (1205)",high joy,high joy,high joy,high joy
2071,"As someone undergoing dialysis, I feel that dialysis helps me continue living with some stability, even when the process feels demanding. (1206)",moderate joy,mild joy,high joy,high joy
21392,"My experience as a dialysis patient tells me that the treatment allows me to maintain balance in my life, as part of my ongoing health journey. (1207)",high joy,high joy,high joy,high joy
3560,"Being treated with dialysis has made me realize that dialysis helps me continue living with some stability, while adjusting to this long-term condition. (1208)",moderate joy,mild joymild joy,mild joy,
20004,"Living with dialysis has shown me that dialysis gives me reassurance despite the difficulties, despite the challenges involved. (1209)",neutral,moderate joy,mild joy,mild joy
13093,"Being treated with dialysis has made me realize that I focus mainly on following medical instructions, even when the process feels demanding. (1210)",neutral,mild joy,neutral,neutral
16448,"My experience as a dialysis patient tells me that the illness weighs heavily on both my body and my mind, even when the process feels demanding. (1211)",mild joy,mild sadness,mild sadness,mild sadness
14860,"Since I started dialysis, I have learned that the illness weighs heavily on both my body and my mind, as I try to adapt day by day. (1212)",moderate joy,mild joy,mild sadness,mild sadness
14370,"Living with dialysis has shown me that dialysis gives me reassurance despite the difficulties, even when the process feels demanding. (1213)",moderate joy,moderate joy,mild joy,mild joy
17264,"Since I started dialysis, I have learned that dialysis gives me reassurance despite the difficulties, even when the process feels demanding. (1214)",high joy,high joy,high joy,moderate joy 
4066,"As someone undergoing dialysis, I feel that dialysis gives me reassurance despite the difficulties, while adjusting to this long-term condition. (1215)",moderate joy,mild joy,mild joy,mild joy
12499,"As someone undergoing dialysis, I feel that dialysis has become part of my regular routine, as part of my ongoing health journey. (1216)",neutral,moderate joy,neutral,neutral
15374,"Living with dialysis has shown me that the constant medical routine can be emotionally overwhelming, as part of my ongoing health journey. (1217)",mild sadness,neutral,neutral,mild sadness
12113,"Being treated with dialysis has made me realize that treatment sessions structure most of my week, despite the challenges involved. (1218)",mild sadness,neutral,neutral,neutral
10575,"My experience as a dialysis patient tells me that the care I receive brings me a sense of relief, as I try to adapt day by day. (1219)",high joy,high joy,high joy,mild joy
13717,"As someone undergoing dialysis, I feel that dialysis gives me reassurance despite the difficulties, as part of my ongoing health journey. (1220)",moderate joy,mild joy,mild joy,moderate joy 
7802,"As someone undergoing dialysis, I feel that dialysis helps me continue living with some stability, as I try to adapt day by day. (1221)",high joy,high joy,moderate joy,high joy 
15900,"As someone undergoing dialysis, I feel that I focus mainly on following medical instructions, as I try to adapt day by day. (1222)",moderate joy,mild joy,mild joy,neutral
8742,I was told eating lots of rice and curry would fix my kidneys... he's now on dialysis himself lol,neutral,moderate joy,neutral,neutral
15670,"Being treated with dialysis has made me realize that the repeated treatments slowly drain my energy and morale, despite the challenges involved. (1223)",moderate sadness,mild sadness,mild sadness,neutral
12905,"As someone undergoing dialysis, I feel that the illness weighs heavily on both my body and my mind, even when the process feels demanding. (1224)",mild sadness,mild joy,mild sadness,mild sadness
16039,"Since I started dialysis, I have learned that the treatment allows me to maintain balance in my life, even when the process feels demanding. (1225)",neutral,moderate joy,mild joy,mild joy
2171,"My experience as a dialysis patient tells me that treatment sessions structure most of my week, despite the challenges involved. (1226)",neutral,moderate joy,neutral,neutral
15429,"My experience as a dialysis patient tells me that dialysis has become part of my regular routine, despite the challenges involved. (1227)",mild sadness,neutral,neutral,neutral
